"shortlet_name","shortlet_url","shortlet_Address","shortlet_Price"
"HOUSE FOR SHORTLET","https://www.propertypro.ng/property/house-for-shortlet-ave-banana-island-ikoyi-lagos-6GPFY","Ave Banana Island Ikoyi Lagos","200,000/day"
"HOUSE FOR SHORTLET","https://www.propertypro.ng/property/house-for-shortlet-chevy-view-estate-chevron-lekki-lagos-0CPCR","Chevy View Estate Chevron Lekki Lagos","105,000/day"
"3 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-shortlet-old-apapa-road-costain-ebute-metta-yaba-lagos-5JHMX","Old Apapa Road, Costain Ebute Metta Yaba Lagos","60,000/day"
"5 BEDROOM HOUSE FOR SHORTLET","https://www.propertypro.ng/property/5-bedroom-house-for-shortlet-ikate-lekki-lagos-8JWXZ","Ikate Lekki Lagos","240,000/day"
"2 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-shortlet-harrison-oral-street-ogudu-gra-ogudu-lagos-0KFLM","Harrison Oral Street, Ogudu Gra Ogudu Lagos","60,000/day"
"2 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-shortlet-ikate-ikate-lekki-lagos-5HMAR","Ikate Ikate Lekki Lagos","100,000/day"
"1 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-shortlet-opebi-link-bridge-opebi-ikeja-lagos-3JGLJ","Opebi Link Bridge Opebi Ikeja Lagos","30,000/day"
"1 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-shortlet-off-sabo-yaba-lagos-sabo-yaba-lagos-3FWCL","Off Sabo Yaba Lagos Sabo Yaba Lagos","25,000/day"
"1 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-shortlet-lekki-phase-1-lekki-phase-1-lekki-lagos-6HHCJ","Lekki Phase 1 Lekki Phase 1 Lekki Lagos","55,000/day"
"3 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-shortlet-estate-ogudu-gra-ogudu-lagos-5FNBU","Estate Ogudu Gra Ogudu Lagos","100,000/day"
"3 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-shortlet-bode-thomas-surulere-lagos-5HHFF","Bode Thomas Surulere Lagos","65,000/day"
"3 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-shortlet-adebayo-close-by-commit-bukker-randle-avenue-surulere-lagos-3JTRM","Adebayo Close By Commit Bukker, Randle Avenue Surulere Lagos","90,000/day"
"1 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-shortlet-dideolu-estate-ligali-ayorinde-victoria-island-lagos-9JVSW","Dideolu Estate, Ligali Ayorinde Victoria Island Lagos","30,000/day"
"2 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-shortlet-ajao-road-ogunlana-surulere-lagos-2GAWB","Ajao Road Ogunlana Surulere Lagos","70,000/day"
"FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/flat-apartment-for-shortlet-spar-road-ikate-lekki-lagos-4EMNH","Spar Road Ikate Lekki Lagos","90,000/day"
"2 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-shortlet-lekki-phase-1-lekki-lagos-6KHSN","Lekki Phase 1 Lekki Lagos","850,000/month"
"6 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/6-bedroom-flat-apartment-for-shortlet-ori-oke-ogudu-lagos-9HJNL","Ori Oke Ogudu Lagos","100,000/day"
"FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/flat-apartment-for-shortlet-horizon-heights-ikate-lekki-lagos-5KENQ","Horizon Heights Ikate Lekki Lagos","90,000/day"
"1 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-shortlet-ademola-adetokunbo-victoria-island-lagos-2JSWN","Ademola Adetokunbo Victoria Island Lagos","60,000/day"
"1 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-shortlet-chevron-lekki-lagos-1JQRD","Chevron Lekki Lagos","500,000/month"
"3 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-shortlet-ikate-lekki-lagos-9HVFZ","Ikate Lekki Lagos","90,000/day"
"FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/flat-apartment-for-shortlet-vi-oniru-victoria-island-lagos-2EDQQ","Vi Oniru Victoria Island Lagos","90,000/day"
"3 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-shortlet-oniru-victoria-island-lagos-9FNCA","Oniru Victoria Island Lagos","110,000/day"
"1 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-shortlet-ikate-ikate-lekki-lagos-1JGYV","Ikate Ikate Lekki Lagos","55,000/day"
"1 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-shortlet-christ-avenue-street-lekki-phase-1-lekki-lagos-8JQWT","Christ Avenue Street Lekki Phase 1 Lekki Lagos","350,000/month"
"3 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-shortlet-eko-atlantic-victoria-island-lagos-2HVFT","Eko Atlantic Victoria Island Lagos",""
"4 BEDROOM HOUSE FOR SHORTLET","https://www.propertypro.ng/property/4-bedroom-house-for-shortlet-osapa-osapa-london-lekki-lagos-0EAFS","Osapa Osapa London Lekki Lagos","130,000"
"3 BEDROOM HOUSE FOR SHORTLET","https://www.propertypro.ng/property/3-bedroom-house-for-shortlet-magodo-shangisha-magodo-gra-phase-2-kosofe-ikosi-lagos-2GANA","Magodo Shangisha Magodo Gra Phase 2 Kosofe Ikosi Lagos","80,000/day"
"3 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-shortlet-oniru-victoria-island-lagos-5HBVP","Oniru Victoria Island Lagos","100,000/day"
"FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/flat-apartment-for-shortlet-old-ikoyi-ikoyi-lagos-9EDQN","Old Ikoyi Ikoyi Lagos","65,000/day"
"2 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-shortlet-ikoyi-lagos-2KAFY","Ikoyi Lagos","150,000/day"
"1 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-shortlet-kofo-abayomi-victoria-island-lagos-6JFAM","Kofo Abayomi Victoria Island Lagos","65,000/day"
"2 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-shortlet-new-lagos-home-ipori-bode-thomas-surulere-lagos-5KKFQ","New Lagos Home, Ipori, Bode Thomas Surulere Lagos","60,000/day"
"4 BEDROOM HOUSE FOR SHORTLET","https://www.propertypro.ng/property/4-bedroom-house-for-shortlet-old-ikoyi-ikoyi-lagos-2HXZD","Old Ikoyi Ikoyi Lagos","200,000/day"
"HOUSE FOR SHORTLET","https://www.propertypro.ng/property/house-for-shortlet-richmond-gate-ikate-lekki-lagos-2FURV","Richmond Gate Ikate Lekki Lagos","65,000/day"
"4 BEDROOM FLAT / APARTMENT FOR SALE","https://www.propertypro.ng/property/4-bedroom-flat-apartment-for-sale-ikoyi-lagos-7JJAG","Ikoyi Lagos",""
"FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/flat-apartment-for-shortlet-ikate-ikate-lekki-lagos-9GSED","Ikate Ikate Lekki Lagos","45,000/day"
"2 BEDROOM HOUSE FOR SHORTLET","https://www.propertypro.ng/property/2-bedroom-house-for-shortlet-abijo-ajah-lagos-5JUVW","Abijo Ajah Lagos","39,000/day"
"1 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-shortlet-off-admiralty-way-lekki-lagos-4FGFT","Off Admiralty Way Lekki Lagos","40,000/day"
"FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/flat-apartment-for-shortlet-off-admiralty-way-lekki-phase-1-lekki-lagos-1DTLB","Off Admiralty Way Lekki Phase 1 Lekki Lagos","110,000/day"
"1 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-shortlet-behind-zenith-car-park-adeola-odeku-victoria-island-lagos-3KLPA","Behind Zenith Car Park Adeola Odeku Victoria Island Lagos","70,000/day"
"FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/flat-apartment-for-shortlet-ikate-lekki-lagos-1JQMZ","Ikate Lekki Lagos","80,000/day"
"1 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-shortlet-banana-island-road-mojisola-onikoyi-estate-ikoyi-lagos-8HZQL","Banana Island Road Mojisola Onikoyi Estate Ikoyi Lagos","450,000/day"
"FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/flat-apartment-for-shortlet-eko-atlantic-city-eko-atlantic-victoria-island-lagos-3CTBP","Eko Atlantic City Eko Atlantic Victoria Island Lagos","155,000"
"2 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-shortlet-iponri-bode-thomas-surulere-lagos-2HDYG","Iponri Bode Thomas Surulere Lagos","60,000/day"
"4 BEDROOM HOUSE FOR SHORTLET","https://www.propertypro.ng/property/4-bedroom-house-for-shortlet-ogudu-lagos-5HUWE","Ogudu Lagos","170,000/day"
"1 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-shortlet-lekki-phase-1-lekki-lagos-3HBVH","Lekki Phase 1 Lekki Lagos","70,000/day"
"4 BEDROOM HOUSE FOR SHORTLET","https://www.propertypro.ng/property/4-bedroom-house-for-shortlet-magodo-magodo-gra-phase-2-kosofe-ikosi-lagos-6GCPJ","Magodo Magodo Gra Phase 2 Kosofe Ikosi Lagos","110,000/day"
"1 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-shortlet-lekki-garden-3-estate-sangotedo-ajah-lagos-5JPSR","Lekki Garden 3 Estate Sangotedo Ajah Lagos","30,000/day"
"FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/flat-apartment-for-shortlet-1004-estate-1004-victoria-island-lagos-2CKWA","1004 Estate 1004 Victoria Island Lagos","70,000"
"HOUSE FOR SHORTLET","https://www.propertypro.ng/property/house-for-shortlet-vgc-vgc-lekki-lagos-6CLRA","Vgc Vgc Lekki Lagos","150,000/day"
"3 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-shortlet-old-ikoyi-ikoyi-lagos-2KJMD","Old Ikoyi Ikoyi Lagos","300,000/day"
"3 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-shortlet-victoria-crest-estate-osapa-london-lekki-lagos-2HKQM","Victoria Crest Estate Osapa London Lekki Lagos","120,000/day"
"3 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-shortlet-parkview-parkview-estate-ikoyi-lagos-5FYFN","Parkview Parkview Estate Ikoyi Lagos","135,000/day"
"2 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-shortlet-elegushi-ikate-lekki-lagos-2JZLQ","Elegushi Ikate Lekki Lagos","85,000/day"
"3 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-shortlet-admiralty-road-lekki-phase-1-lekki-lagos-7GBVA","Admiralty Road Lekki Phase 1 Lekki Lagos","160,000/day"
"3 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-shortlet-allen-avenue-ikeja-lagos-6JUYR","Allen Avenue Ikeja Lagos","70,000/day"
"3 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-shortlet-1004-estate-1004-victoria-island-lagos-4GRLB","1004 Estate 1004 Victoria Island Lagos","85,000/day"
"3 BEDROOM HOUSE FOR SHORTLET","https://www.propertypro.ng/property/3-bedroom-house-for-shortlet-lekki-phase-1-lekki-lagos-6FRYA","Lekki Phase 1 Lekki Lagos","150,000/day"
"3 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-shortlet-ikate-elegushi-ikate-lekki-lagos-1HQCJ","Ikate Elegushi, Ikate Lekki Lagos","50,000/day"
"1 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-shortlet-banana-island-estate-ikoyi-lagos-0HCDR","Banana Island Estate Ikoyi Lagos","20,000/day"
"2 BEDROOM HOUSE FOR SHORTLET","https://www.propertypro.ng/property/2-bedroom-house-for-shortlet-coker-road-ilupeju-lagos-0JWPM","Coker Road Ilupeju Lagos","75,000/day"
"4 BEDROOM HOUSE FOR SHORTLET","https://www.propertypro.ng/property/4-bedroom-house-for-shortlet-oniru-victoria-island-lagos-7JDJH","Oniru Victoria Island Lagos","160,000/day"
"1 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-shortlet-magodo-shangisha-gra-kosofe-ikosi-lagos-0JFET","Magodo Shangisha Gra, Kosofe Ikosi Lagos","40,000/day"
"FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/flat-apartment-for-shortlet-off-cmd-road-magodo-shangisha-magodo-gra-phase-2-kosofe-ikosi-lagos-8FBNH","Off Cmd Road, Magodo Shangisha Magodo Gra Phase 2 Kosofe Ikosi Lagos","25,000/day"
"3 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-shortlet-oniru-oniru-victoria-island-lagos-2HRPK","Oniru Oniru Victoria Island Lagos","100,000/day"
"2 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-shortlet-modupe-johnson-adeniran-ogunsanya-surulere-lagos-3GRDE","Modupe Johnson Adeniran Ogunsanya Surulere Lagos","35,000/day"
"FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/flat-apartment-for-shortlet-3rd-ave-banana-island-ikoyi-lagos-2GYPS","3rd Ave Banana Island Ikoyi Lagos","245,000/day"
"1 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-shortlet-salvation-roadopebi-opebi-ikeja-lagos-3GJCE","Salvation Road,opebi Opebi Ikeja Lagos","27,000/day"
"HOUSE FOR SHORTLET","https://www.propertypro.ng/property/house-for-shortlet-spar-road-ikate-lekki-lagos-9EMNJ","Spar Road Ikate Lekki Lagos","95,000/day"
"1 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-shortlet-opebi-road-ikeja-opebi-ikeja-lagos-9GGZS","Opebi Road Ikeja Opebi Ikeja Lagos","20,000/day"
"FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/flat-apartment-for-shortlet-banana-island-road-banana-island-ikoyi-lagos-2GYPQ","Banana Island Road Banana Island Ikoyi Lagos","235,000/day"
"3 BEDROOM HOUSE FOR SHORTLET","https://www.propertypro.ng/property/3-bedroom-house-for-shortlet-lekki-phase-1-lekki-lagos-3JZLT","Lekki Phase 1 Lekki Lagos","200,000/day"
"3 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-shortlet-admiralty-way-phase-1-lekki-lagos-4JHPX","Admiralty Way, Phase 1 Lekki Lagos","180,000/day"
"1 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-shortlet-off-cmd-road-magodo-shangisha-magodo-gra-phase-2-kosofe-ikosi-lagos-7FBNJ","Off Cmd Road Magodo Shangisha Magodo Gra Phase 2 Kosofe Ikosi Lagos","35,000/day"
"FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/flat-apartment-for-shortlet-adekunle-yaba-lagos-5KLMD","Adekunle Yaba Lagos","2,000/day"
"2 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-shortlet-opebi-ikeja-lagos-5HQRD","Opebi Ikeja Lagos","50,000/day"
"3 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-shortlet-first-unity-estate-badore-badore-ajah-lagos-6FXQX","First Unity Estate , Badore Badore Ajah Lagos",""
"1 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-shortlet-lekki-phase-1-lekki-lagos-4HFNZ","Lekki Phase 1 Lekki Lagos","60,000/day"
"HOUSE FOR SHORTLET","https://www.propertypro.ng/property/house-for-shortlet-off-admiralty-lekki-phase-1-lekki-lagos-2GESW","Off Admiralty Lekki Phase 1 Lekki Lagos","320,000/day"
"3 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-shortlet-allen-avenue-ikeja-lagos-1HTLJ","Allen Avenue Ikeja Lagos","80,000/day"
"3 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-shortlet-ebute-metta-yaba-lagos-7EKNF","Ebute Metta Yaba Lagos","50,000/day"
"3 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-shortlet-bourdillon-ikoyi-lagos-8JUYR","Bourdillon Ikoyi Lagos","200,000/day"
"COMMERCIAL PROPERTY FOR SHORTLET","https://www.propertypro.ng/property/commercial-property-for-shortlet-ilashe-badagry-lagos-6FHWN","Ilashe Badagry Lagos","350,000/day"
"1 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-shortlet-alagomeji-yaba-lagos-6HQRE","Alagomeji Yaba Lagos","18,000/day"
"1 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-shortlet-victoria-island-lagos-3GHDX","Victoria Island Lagos","40,000/day"
"4 BEDROOM HOUSE FOR SHORTLET","https://www.propertypro.ng/property/4-bedroom-house-for-shortlet-osapa-london-osapa-london-lekki-lagos-8HZQW","Osapa London Osapa London Lekki Lagos","140,000/day"
"3 BEDROOM HOUSE FOR RENT","https://www.propertypro.ng/property/3-bedroom-house-for-rent-banana-island-estate-ikoyi-lagos-5KDDL","Banana Island Estate, Ikoyi Lagos",""
"1 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-shortlet-glover-road-old-ikoyi-ikoyi-lagos-1JBNQ","Glover Road Old Ikoyi Ikoyi Lagos","450,000/month"
"4 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/4-bedroom-flat-apartment-for-shortlet-allen-avenue-ikeja-lagos-0EQAZ","Allen Avenue Ikeja Lagos","100,000/day"
"4 BEDROOM HOUSE FOR SHORTLET","https://www.propertypro.ng/property/4-bedroom-house-for-shortlet-shonibare-estate-maryland-lagos-1KKUA","Shonibare Estate Maryland Lagos","140,000/day"
"1 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-shortlet-prime-water-garden-1-lekki-phase-1-lekki-lagos-3JDWU","Prime Water Garden 1 Lekki Phase 1 Lekki Lagos","350,000/month"
"FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/flat-apartment-for-shortlet-agungi-lekki-lagos-9JTHU","Agungi Lekki Lagos","750,000/day"
"FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/flat-apartment-for-shortlet-allen-avenue-allen-avenue-ikeja-lagos-1CZAG","Allen Avenue Allen Avenue Ikeja Lagos","85,000"
"2 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-shortlet-lagos-home-iponri-bode-thomas-surulere-lagos-8HDYJ","Lagos Home Iponri Bode Thomas Surulere Lagos","60,000/day"
"4 BEDROOM HOUSE FOR SHORTLET","https://www.propertypro.ng/property/4-bedroom-house-for-shortlet-close-to-police-station-ikeja-gra-ikeja-lagos-3HAUY","Close To Police Station Ikeja Gra Ikeja Lagos","100,000/day"
"1 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-shortlet-onike-yaba-lagos-9JUTP","Onike Yaba Lagos","20,000/day"
"1 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-shortlet-lekki-phase-1-lekki-lagos-6KHJM","Lekki Phase 1 Lekki Lagos","75,000/day"
"FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/flat-apartment-for-shortlet-banana-island-banana-island-ikoyi-lagos-2CSQN","Banana Island Banana Island Ikoyi Lagos","110,000"
"1 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-shortlet-chevron-lekki-lagos-6JZHC","Chevron Lekki Lagos","65,000/day"
"2 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-shortlet-off-oduduwa-crescent-ikeja-lagos-0JSME","Off Oduduwa Crescent Ikeja Lagos","85,000/day"
"HOUSE FOR SHORTLET","https://www.propertypro.ng/property/house-for-shortlet-by-chevron-ikota-lekki-lagos-0ERQH","By Chevron Ikota Lekki Lagos","55,000/day"
"2 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-shortlet-ogunlana-surulere-lagos-5FPKQ","Ogunlana Surulere Lagos","35,000"
"3 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-shortlet-off-fani-kayode-ikeja-gra-ikeja-lagos-7FCWQ","Off Fani Kayode Ikeja Gra Ikeja Lagos","110,000/day"
"1 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-shortlet-canal-west-estate-osapa-london-lekki-lagos-9KLGN","Canal West Estate Osapa London Lekki Lagos","40,000/day"
"FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/flat-apartment-for-shortlet-lekki-phase-1-lekki-lagos-0KGXP","Lekki Phase 1 Lekki Lagos","60,000/day"
"3 BEDROOM HOUSE FOR SHORTLET","https://www.propertypro.ng/property/3-bedroom-house-for-shortlet-ikeja-gra-ikeja-lagos-3KLCB","Ikeja Gra Ikeja Lagos","170,000/day"
"3 BEDROOM HOUSE FOR SHORTLET","https://www.propertypro.ng/property/3-bedroom-house-for-shortlet-old-ikoyi-ikoyi-lagos-1KJMA","Old Ikoyi Ikoyi Lagos","500,000/day"
"1 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-shortlet-lekki-phase-1-lekki-lagos-2KHSN","Lekki Phase 1 Lekki Lagos","75,000/day"
"2 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-shortlet-phase-1-lekki-lagos-5JLUV","Phase 1, Lekki Lagos","75,000/day"
"FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/flat-apartment-for-shortlet-2nd-ave-banana-island-ikoyi-lagos-3HXDW","2nd Ave Banana Island Ikoyi Lagos","50,000/day"
"1 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-shortlet-off-admiralty-way-lekki-phase-1-lekki-lagos-2FGPJ","Off Admiralty Way Lekki Phase 1 Lekki Lagos","40,000/day"
"3 BEDROOM HOUSE FOR SHORTLET","https://www.propertypro.ng/property/3-bedroom-house-for-shortlet-gra-ikeja-lagos-3HFBX","Gra Ikeja Lagos","130,000/day"
"1 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-shortlet-dideolu-estate-ligali-ayorinde-victoria-island-lagos-2GFVM","Dideolu Estate Ligali Ayorinde Victoria Island Lagos","500,000"
"1 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-shortlet-off-admiralty-way-lekki-phase-1-lekki-lagos-7FGFR","Off Admiralty Way Lekki Phase 1 Lekki Lagos","30,000/day"
"1 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-shortlet-dideolu-estate-off-ligali-ayorinde-oniru-victoria-island-lagos-0GJCP","Dideolu Estate Off Ligali Ayorinde Oniru Victoria Island Lagos","25,000/day"
"3 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-shortlet-oniru-victoria-island-lagos-5HPKD","Oniru Victoria Island Lagos","120,000/day"
"FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/flat-apartment-for-shortlet-banana-island-ikoyi-lagos-4HZVP","Banana Island Ikoyi Lagos","65,000/day"
"HOUSE FOR SHORTLET","https://www.propertypro.ng/property/house-for-shortlet-parkview-parkview-estate-ikoyi-lagos-4GYPP","Parkview Parkview Estate Ikoyi Lagos","275,000/day"
"FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/flat-apartment-for-shortlet-awoyaya-ajah-lagos-9KHAP","Awoyaya Ajah Lagos","45,000/day"
"2 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-shortlet-2nd-ave-banana-island-ikoyi-lagos-6HXDX","2nd Ave Banana Island Ikoyi Lagos","115,000/day"
"3 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-shortlet-victoria-island-lagos-8GPLB","Victoria Island Lagos","125,000/day"
"2 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-shortlet-eko-atlantic-city-victoria-island-vi-lagos-eko-atlantic-victoria-island-lagos-3HNWQ","Eko Atlantic City, Victoria Island (vi), Lagos Eko Atlantic Victoria Island Lagos","160,000/day"
